tipnames,sequence_accession,sequence_isolate,nuts0_name,nuts0_id,nuts1_name,nuts1_id,nuts2_name,nuts2_id,nuts3_name,nuts3_id,date_ymd,date_dec,date_ym,date_y,host_class,host_order,host_family,host_sciname,host_commonname,organization,collection_location,tissue_specimen_source,biosample,bioproject,date_format,geocode_coords,eurostat_polygon,location_precision,sequence_start,sequence_end,sequence_length,sequence_ambig,generegion_NS5,generegion_env,generegion_nflg,lineage,sublineage,drop_fli,is_europe
OQ630907|ED-I-178/21|strix_nebulosa|DE|2021-08,OQ630907,ED-I-178/21,Deutschland,DE,Niedersachsen,DE9,Lüneburg,DE93,Harburg,DE933,NA,NA,2021-08,2021,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",wildpark schwarze berge (ni),NA,NA,NA,yyyy-mm,"c(9.8856241, 53.4422273)",122,exact,1,10304,10303,0,1,1,1,NA,NA,TRUE,1
OQ630908|M4509|asio_otus|DE|2021-03,OQ630908,M4509,Deutschland,DE,Niedersachsen,DE9,Lüneburg,DE93,Harburg,DE933,NA,NA,2021-03,2021,Aves,strigiformes,strigidae,asio otus,long-eared owl,"Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",wildpark schwarze berge (ni),NA,NA,NA,yyyy-mm,"c(9.8856241, 53.4422273)",122,exact,1,10304,10303,0,1,1,1,NA,NA,TRUE,1
OQ414983|TV193/2019|culex_pipiens|RO|2019-07,OQ414983,TV193/2019,România,RO,Macroregiunea Trei,RO3,Bucureşti-Ilfov,RO32,Bucureşti,RO321,NA,NA,2019-07,2019,insecta,diptera,culicidae,culex pipiens,culex pipiens,"National Military Medical Institute for Research and Development, Molecular Epidemiology for Communicable Diseases Laboratory",bucure_ti-ilfov,pooled insects,NA,NA,yyyy-mm,"c(26.1025384, 44.4267674)",1045,exact,497,10304,9807,0.5004588559192413,1,1,1,NA,NA,FALSE,1
OU674388|NA|turdus_merula|LU|2020-09,OU674388,NA,Luxembourg,LU,Luxembourg,LU0,Luxembourg,LU00,Luxembourg,LU000,NA,NA,2020-09,2020,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Luxembourg Institute of Health, Department of Infection and Immunity, Infectious Diseases Research Unit, 29 rue Henri Koch L-4354 Esch-sur-Alzette",luxembourg city,NA,NA,PRJEB47565,yyyy-mm,"c(6.1258432, 49.6123327)",755,exact,1,10304,10303,0,1,1,1,Africa 3,Africa 3.1,FALSE,1
MT241508|UG09615|culex_univittatus|UG|2012-02,MT241508,UG09615,Uganda,UG,NA,NA,NA,NA,NA,NA,NA,NA,2012-02,2012,insecta,diptera,culicidae,culex univittatus,culex univittatus,"Centers for Disease Control and Prevention, Division of Vector-borne Diseases",uganda: jinja,NA,NA,NA,yyyy-mm,"c(33.2026122, 0.4478566)",NA,exact,1,10304,10303,0,1,1,1,Europe 5,NA,FALSE,0
MN912555|NA|culex_modestus|SK|2019-08,MN912555,NA,Slovensko,SK,Slovensko,SK0,Bratislavský kraj,SK01,Bratislavský kraj,SK010,NA,NA,2019-08,2019,insecta,diptera,culicidae,culex modestus,culex modestus,"the Institute of Virology, Biomedical Research Center SAS",vysoka pri morave,NA,NA,NA,yyyy-mm,"c(16.9121254, 48.3299361)",1237,exact,9090,9592,502,0,0,0,0,NA,NA,FALSE,1
MN395375|NA|turdus_merula|CZ|2017-08,MN395375,NA,Česko,CZ,Česko,CZ0,Jihovýchod,CZ06,Jihomoravský kraj,CZ064,NA,NA,2017-08,2017,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Biology Centre of the Czech Academy of Sciences, Institute of Parasitology",czech republic: brno,brain,NA,NA,yyyy-mm,"c(16.6068371, 49.1950602)",105,exact,469,2378,1909,0,0,1,0,NA,NA,FALSE,1
MN395379|NA|turdus_merula|CZ|2018-07,MN395379,NA,Česko,CZ,Česko,CZ0,Jihovýchod,CZ06,Jihomoravský kraj,CZ064,NA,NA,2018-07,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Biology Centre of the Czech Academy of Sciences, Institute of Parasitology",czech republic: brno,brain,NA,NA,yyyy-mm,"c(16.6068371, 49.1950602)",105,exact,469,2378,1909,0,0,1,0,NA,NA,FALSE,1
MN419904|NA|turdus_merula|CZ|2018-07,MN419904,NA,Česko,CZ,Česko,CZ0,Jihovýchod,CZ06,Jihomoravský kraj,CZ064,NA,NA,2018-07,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Biology Centre of the Czech Academy of Sciences, Institute of Parasitology",czech republic: brno,brain,NA,NA,yyyy-mm,"c(16.6068371, 49.1950602)",105,exact,7277,10293,3016,0,0,0,0,NA,NA,FALSE,1
MK598452|NA|turdus_merula|HU|2017-08,MK598452,NA,Magyarország,HU,Dunántúl,HU2,Nyugat-Dunántúl,HU22,Zala,HU223,NA,NA,2017-08,2017,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",hungary: zalaegerszeg,NA,NA,NA,yyyy-mm,"c(16.8416322, 46.8416936)",503,exact,10034,10304,270,0,0,0,0,NA,NA,FALSE,1
MK598453|NA|turdus_merula|HU|2017-09,MK598453,NA,Magyarország,HU,Alföld és Észak,HU3,Dél-Alföld,HU33,Bács-Kiskun,HU331,NA,NA,2017-09,2017,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",hungary: kiskunfelegyhaza,NA,NA,NA,yyyy-mm,"c(19.8515197, 46.7112802)",513,exact,10034,10304,270,0,0,0,0,NA,NA,FALSE,1
MK598454|NA|turdus_merula|HU|2017-09,MK598454,NA,Magyarország,HU,Dunántúl,HU2,Dél-Dunántúl,HU23,Somogy,HU232,NA,NA,2017-09,2017,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"University of Veterinary Medicine Vienna, Pathobiology, Institute of Virology",hungary: kaposvar,NA,NA,NA,yyyy-mm,"c(17.7967639, 46.3593606)",505,exact,10034,10304,270,0,0,0,0,NA,NA,FALSE,1
MK230890|Villers/2017|turdus_merula|BE|2017-08,MK230890,Villers/2017,Belgique/België,BE,Région wallonne,BE3,Prov. Brabant Wallon,BE31,Arr. Nivelles,BE310,NA,NA,2017-08,2017,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",villers-la-ville,NA,NA,NA,yyyy-mm,"c(4.5311841, 50.5779995)",52,exact,1,10304,10303,0,1,1,1,Europe 3,NA,FALSE,1
MK230891|Seraing/2017|turdus_merula|BE|2017-08,MK230891,Seraing/2017,Belgique/België,BE,Région wallonne,BE3,Prov. Liège,BE33,Arr. Liège,BE332,NA,NA,2017-08,2017,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",seraing,NA,NA,NA,yyyy-mm,"c(5.5141268, 50.6098842)",54,exact,1,10304,10303,0,1,1,1,Africa 3,NA,FALSE,1
MK230892|Richelle/2017|turdus_merula|BE|2017-08,MK230892,Richelle/2017,Belgique/België,BE,Région wallonne,BE3,Prov. Hainaut,BE32,Arr. Charleroi,BE32B,NA,NA,2017-08,2017,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",richelle,NA,NA,NA,yyyy-mm,"c(4.469936, 50.503887)",53,exact,1,10304,10303,0,1,1,1,Europe 3,NA,FALSE,1
MK230893|Grivegnee/2017|turdus_merula|BE|2017-08,MK230893,Grivegnee/2017,Belgique/België,BE,Région wallonne,BE3,Prov. Liège,BE33,Arr. Liège,BE332,NA,NA,2017-08,2017,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",grivegnee,NA,NA,NA,yyyy-mm,"c(5.61074, 50.6216)",54,exact,1,10304,10303,0,1,1,1,Europe 3,NA,FALSE,1
MK230894|NA|motacilla_alba|BE|2018-09,MK230894,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2018-09,2018,Aves,passeriformes,motacillidae,motacilla alba,white wagtail,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8962,9163,201,0,0,0,0,NA,NA,FALSE,1
MK230895|NA|strix_aluco|BE|2018-09,MK230895,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Hainaut,BE32,Arr. Soignies,BE32C,NA,NA,2018-09,2018,Aves,strigiformes,strigidae,strix aluco,tawny owl,"Veterinary Faculty of Liege, Pathology",ronqulere,NA,NA,NA,yyyy-mm,"c(4.2205125, 50.608026)",53,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230896|NA|turdidae_sp|BE|2018-09,MK230896,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2018-09,2018,Aves,passeriformes,turdidae,turdidae sp.,thrush sp.,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230897|NA|columba_livia|BE|2017-05,MK230897,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2017-05,2017,Aves,columbiformes,columbidae,columba livia,rock pigeon,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230898|NA|columba_livia|BE|2017-06,MK230898,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2017-06,2017,Aves,columbiformes,columbidae,columba livia,rock pigeon,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230899|NA|asio_otus|BE|2015-09,MK230899,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2015-09,2015,Aves,strigiformes,strigidae,asio otus,long-eared owl,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230900|NA|anas_platyrhynchos|BE|2017-06,MK230900,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2017-06,2017,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,"Veterinary Faculty of Liege, Pathology",gembloux,NA,NA,NA,yyyy-mm,"c(4.6917821, 50.560234)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230901|NA|pica_pica|BE|2018-08,MK230901,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Luxembourg (BE),BE34,Arr. Neufchâteau,BE344,NA,NA,2018-08,2018,Aves,passeriformes,corvidae,pica pica,eurasian magpie,"Veterinary Faculty of Liege, Pathology",bouillon,NA,NA,NA,yyyy-mm,"c(5.0706113, 49.7945734)",55,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230902|NA|alopochen_aegyptiaca|BE|2017-06,MK230902,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Brabant Wallon,BE31,Arr. Nivelles,BE310,NA,NA,2017-06,2017,Aves,anseriformes,anatidae,alopochen aegyptiaca,egyptian goose,"Veterinary Faculty of Liege, Pathology",villers-la-ville,NA,NA,NA,yyyy-mm,"c(4.5311841, 50.5779995)",52,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230903|NA|fringilla_coelebs|BE|2018-09,MK230903,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Dinant,BE351,NA,NA,2018-09,2018,Aves,passeriformes,fringillidae,fringilla coelebs,common chaffinch,"Veterinary Faculty of Liege, Pathology",rochefort,NA,NA,NA,yyyy-mm,"c(5.21943, 50.1625311)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230904|NA|fringilla_coelebs|BE|2018-09,MK230904,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2018-09,2018,Aves,passeriformes,fringillidae,fringilla coelebs,common chaffinch,"Veterinary Faculty of Liege, Pathology",gembloux,NA,NA,NA,yyyy-mm,"c(4.6917821, 50.560234)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230905|NA|turdus_merula|BE|2018-09,MK230905,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",wepion,NA,NA,NA,yyyy-mm,"c(4.8633172, 50.421206)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230906|NA|turdus_merula|BE|2018-09,MK230906,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230907|NA|turdus_merula|BE|2018-09,MK230907,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230908|NA|turdus_merula|BE|2017-07,MK230908,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2017-07,2017,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230909|NA|turdus_merula|BE|2018-07,MK230909,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2018-07,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230910|NA|turdus_merula|BE|2018-09,MK230910,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230911|NA|turdus_merula|BE|2017-06,MK230911,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2017-06,2017,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230912|NA|turdus_merula|BE|2018-09,MK230912,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230913|NA|turdus_merula|BE|2017-07,MK230913,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2017-07,2017,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230914|NA|turdus_merula|BE|2018-08,MK230914,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2018-08,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230915|NA|turdus_merula|BE|2017-07,MK230915,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Liège,BE33,Arr. Liège,BE332,NA,NA,2017-07,2017,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",saive,NA,NA,NA,yyyy-mm,"c(5.6858939, 50.6530557)",54,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230916|NA|turdus_merula|BE|2018-09,MK230916,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230917|NA|turdus_merula|BE|2018-08,MK230917,NA,Belgique/België,BE,Vlaams Gewest,BE2,Prov. Vlaams-Brabant,BE24,Arr. Leuven,BE242,NA,NA,2018-08,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",tervueren,NA,NA,NA,yyyy-mm,"c(4.5078285, 50.8257627)",50,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230918|NA|turdus_merula|BE|2018-09,MK230918,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230919|NA|turdus_merula|BE|2017-07,MK230919,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2017-07,2017,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",eghezee,NA,NA,NA,yyyy-mm,"c(4.9125849, 50.5913903)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230920|NA|turdus_merula|BE|2018-09,MK230920,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230921|NA|turdus_merula|BE|2017-08,MK230921,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2017-08,2017,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",eghezee,NA,NA,NA,yyyy-mm,"c(4.9125849, 50.5913903)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230922|NA|turdus_merula|BE|2018-09,MK230922,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230923|NA|turdus_merula|BE|2017-08,MK230923,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2017-08,2017,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK230924|NA|pipistrellus_pipistrellus|BE|2018-09,MK230924,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Namur,BE35,Arr. Namur,BE352,NA,NA,2018-09,2018,mammalia,chiroptera,vespertilionidae,pipistrellus pipistrellus,common pipistrelle,"Veterinary Faculty of Liege, Pathology",namur,NA,NA,NA,yyyy-mm,"c(4.8649731, 50.4649334)",56,exact,8961,9163,202,0,0,0,0,NA,NA,FALSE,1
MK211164|NA|homo_sapiens|HU|2018-09,MK211164,NA,Magyarország,HU,Közép-Magyarország,HU1,Pest,HU12,Pest,HU120,NA,NA,2018-09,2018,mammalia,primates,hominidae,homo sapiens,human,"National Public Health Center, Division of Virology",pest county,blood,NA,NA,yyyy-mm,"c(19.4618128, 47.4480001)",497,exact,7704,8085,381,0,0,0,0,NA,NA,FALSE,1
MH351273|DoMaV135/2014|culex_pipiens|DE|2014-09,MH351273,DoMaV135/2014,Deutschland,DE,Baden-Württemberg,DE1,Freiburg,DE13,"Freiburg im Breisgau, Stadtkreis",DE131,NA,NA,2014-09,2014,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Friedrich-Loeffler-Institut, Institute for Novel and Emerging Infectious Diseases",freidburg,NA,NA,NA,yyyy-mm,"c(7.8421043, 47.9990077)",110,exact,816,1785,969,0,0,1,0,NA,NA,FALSE,1
MH423836|DoMaPS455/2016|culex_pipiens|DE|2016-07,MH423836,DoMaPS455/2016,Deutschland,DE,Nordrhein-Westfalen,DEA,Münster,DEA3,Steinfurt,DEA37,NA,NA,2016-07,2016,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Friedrich-Loeffler-Institut, Federal Research Institute for Animal Health, Institute of Novel and Emerging Infectious Diseases",emsdetten,NA,NA,NA,yyyy-mm,"c(7.5264871, 52.1684948)",133,exact,7717,10207,2490,0,0,0,0,NA,NA,FALSE,1
MG888044|NA|culex_pipiens|RS|2014-08,MG888044,NA,Srbija/Сpбија,RS,Србија - север,RS1,Регион Војводине,RS12,Јужнобачка област,RS123,NA,NA,2014-08,2014,insecta,diptera,culicidae,culex pipiens,culex pipiens,"University of Pecs, Szentagothai Research Centre",titel,NA,NA,NA,yyyy-mm,"c(20.294612, 45.2052775)",1060,exact,1,10304,10303,0,1,1,1,Europe 1,NA,FALSE,1
KY263622|NA|culex_sp|BE|2016-10,KY263622,NA,Belgique/België,BE,Vlaams Gewest,BE2,Prov. Limburg (BE),BE22,Arr. Maaseik,BE225,NA,NA,2016-10,2016,insecta,diptera,culicidae,culex sp.,culex sp.,"University of Liege, Veterinary Pathology",opglabbeek,NA,NA,NA,yyyy-mm,"c(5.58412, 51.04316)",48,exact,8948,9212,264,0,0,0,0,NA,NA,FALSE,1
KY263623|NA|garrulus_glandarius|BE|2016-10,KY263623,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Liège,BE33,Arr. Liège,BE332,NA,NA,2016-10,2016,Aves,passeriformes,corvidae,garrulus glandarius,eurasian jay,"University of Liege, Veterinary Pathology",angleur,NA,NA,NA,yyyy-mm,"c(5.59943, 50.61135)",54,exact,8948,9213,265,0,0,0,0,NA,NA,FALSE,1
KY263624|NA|turdus_merula|BE|2016-10,KY263624,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Liège,BE33,Arr. Liège,BE332,NA,NA,2016-10,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"University of Liege, Veterinary Pathology",flemalle,NA,NA,NA,yyyy-mm,"c(5.4608402, 50.595753)",54,exact,1,10304,10303,0,1,1,1,Europe 3,NA,FALSE,1
KY263625|NA|turdus_merula|BE|2016-10,KY263625,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Hainaut,BE32,Arr. Mons,BE323,NA,NA,2016-10,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"University of Liege, Veterinary Pathology",frameries,NA,NA,NA,yyyy-mm,"c(3.8933321, 50.4069751)",53,exact,1,10304,10303,0,1,1,1,Africa 3,NA,FALSE,1
KY263626|NA|turdus_merula|BE|2016-09,KY263626,NA,Belgique/België,BE,Région wallonne,BE3,Prov. Liège,BE33,Arr. Waremme,BE334,NA,NA,2016-09,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"University of Liege, Veterinary Pathology",lincent,NA,NA,NA,yyyy-mm,"c(5.0335995, 50.7128797)",54,exact,1,10304,10303,0,1,1,1,Europe 3,NA,FALSE,1
KY128482|Snebulosa-6004/NL/2016|strix_nebulosa|NL|2016-09,KY128482,S.nebulosa-6004/NL/2016,Nederland,NL,Zuid-Nederland,NL4,Limburg (NL),NL42,Zuid-Limburg,NL423,NA,NA,2016-09,2016,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Erasmus Medical Centre, Virus Genomics",netherlands: kerkrade,"liver, abdominal cavity",NA,NA,yyyy-mm,"c(6.0657726, 50.8678177)",895,exact,1,10304,10303,0,1,1,1,Africa 3,NA,FALSE,1
JF330418|NA|culex_pipiens|DE|2010-08,JF330418,NA,Deutschland,DE,Baden-Württemberg,DE1,Karlsruhe,DE12,Rhein-Neckar-Kreis,DE128,NA,NA,2010-08,2010,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Bernhard Nocht Institute for Tropical Medicine, Department of Virology",weinheim,NA,NA,NA,yyyy-mm,"c(8.6602703, 49.544964)",109,exact,1086,2409,1323,0,0,1,0,NA,NA,FALSE,1
PP496780|USU-OE1/2021|NA|CZ|2021-06-15,PP496780,USU-OE1/2021,Česko,CZ,Česko,CZ0,Jihovýchod,CZ06,Jihomoravský kraj,CZ064,2021-06-15,2021.45205479452,2021-06,2021,NA,NA,NA,NA,oeciacus hirundinis,"Institute of Vertebrate Biology, Molecular Genetics Laboratory","valtice, south moravia",NA,NA,NA,yyyy-mm-dd,"c(16.7549944, 48.7406904)",105,exact,8950,9212,262,0,0,0,0,NA,NA,FALSE,1
OR141529|ED-I-58/18|strix_nebulosa|DE|2018-08-26,OR141529,ED-I-58/18,Deutschland,DE,Niedersachsen,DE9,Lüneburg,DE93,Harburg,DE933,2018-08-26,2018.64931506849,2018-08,2018,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",wildpark schwarze berge (ni),NA,NA,NA,yyyy-mm-dd,"c(9.8856241, 53.4422273)",122,exact,1,10303,10302,0,1,1,1,Europe 3,NA,TRUE,1
OR141530|ED-I-44/18|strix_nebulosa|DE|2018-08-22,OR141530,ED-I-44/18,Deutschland,DE,Sachsen-Anhalt,DEE,Sachsen-Anhalt,DEE0,"Halle (Saale), Kreisfreie Stadt",DEE02,2018-08-22,2018.63835616438,2018-08,2018,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Friedrich-Loeffler-Institut, Institute of Novel and Emerging Infectious Diseases",zoo halle (st),NA,NA,NA,yyyy-mm-dd,"c(11.9651291, 51.5068203)",143,exact,1,10304,10303,0,1,1,1,Africa 3,NA,TRUE,1
