sequence_accession,sequence_isolate,sequence_completeness,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_subdiv2name,collection_subdiv2code,collection_subdiv2lat,collection_subdiv2long,date_ymd,date_dec,date_ym,date_y,tipnames,date_tipdate,host_class,host_order,host_family,host_sciname,host_commonname,date_parsed,collection_tipcode,sequence_start,sequence_end,sequence_length,sequence_generegion
KX257034,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,NA,NA,NA,2008,KX257034|homo_sapiens|it_mo|2008,2008,mammalia,primates,hominidae,homo sapiens,human,2008-05-29,it_mo,9132,9573,441,NS5b
KX257035,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,NA,NA,NA,2009,KX257035|homo_sapiens|it_mo|2009,2009,mammalia,primates,hominidae,homo sapiens,human,2009-05-29,it_mo,9132,9573,441,NS5b
KX257036,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,NA,NA,NA,2008,KX257036|homo_sapiens|it_mo|2008,2008,mammalia,primates,hominidae,homo sapiens,human,2008-05-29,it_mo,9132,9573,441,NS5b
KX257037,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,NA,NA,NA,2009,KX257037|homo_sapiens|it_mo|2009,2009,mammalia,primates,hominidae,homo sapiens,human,2009-05-29,it_mo,9132,9573,441,NS5b
KX257038,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,NA,NA,NA,2009,KX257038|homo_sapiens|it_mo|2009,2009,mammalia,primates,hominidae,homo sapiens,human,2009-05-29,it_mo,9132,9573,441,NS5b
KX257039,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,marche,NA,43.364984143765,13.1111089855815,macerata,it.mc,43.1897471358198,13.2392926744659,NA,NA,NA,2010,KX257039|turdus_merula|it_mc|2010,2010,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-05-29,it_mc,9132,9573,441,NS5b
KX257040,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,marche,NA,43.364984143765,13.1111089855815,pesaro e urbino,it.ps,43.7180789828781,12.6257375691874,NA,NA,NA,2010,KX257040|turdus_merula|it_ps|2010,2010,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-05-29,it_ps,9132,9573,441,NS5b
KX257041,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,marche,NA,43.364984143765,13.1111089855815,ancona,it.an,43.5044963088578,13.155485240147,NA,NA,NA,2010,KX257041|turdus_merula|it_an|2010,2010,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-05-29,it_an,9132,9573,441,NS5b
KX257042,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,marche,NA,43.364984143765,13.1111089855815,ancona,it.an,43.5044963088578,13.155485240147,NA,NA,NA,2010,KX257042|turdus_merula|it_an|2010,2010,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-05-29,it_an,9132,9573,441,NS5b
KX257043,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,marche,NA,43.364984143765,13.1111089855815,ancona,it.an,43.5044963088578,13.155485240147,NA,NA,NA,2010,KX257043|turdus_merula|it_an|2010,2010,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-05-29,it_an,9132,9573,441,NS5b
KX257044,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,ferrara,it.fe,44.7896320934572,11.8486705980501,NA,NA,NA,2011,KX257044|phasianus_colchicus|it_fe|2011,2011,aves,galliformes,phasianidae,phasianus colchicus,ring-necked pheasant,2011-05-29,it_fe,9132,9573,441,NS5b
KX257045,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,NA,NA,NA,2011,KX257045|garrulus_glandarius|it_mo|2011,2011,aves,passeriformes,corvidae,garrulus glandarius,eurasian jay,2011-05-29,it_mo,9132,9573,441,NS5b
KX257046,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,marche,NA,43.364984143765,13.1111089855815,ancona,it.an,43.5044963088578,13.155485240147,NA,NA,NA,2011,KX257046|culex_pipiens|it_an|2011,2011,insecta,diptera,culicidae,culex pipiens,culex pipiens,2011-05-29,it_an,9132,9573,441,NS5b
KX257047,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,ferrara,it.fe,44.7896320934572,11.8486705980501,NA,NA,NA,2012,KX257047|sturnus_vulgaris|it_fe|2012,2012,aves,passeriformes,sturnidae,sturnus vulgaris,european starling,2012-05-29,it_fe,9132,9573,441,NS5b
KX257048,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,marche,NA,43.364984143765,13.1111089855815,pesaro e urbino,it.ps,43.7180789828781,12.6257375691874,NA,NA,NA,2010,KX257048|turdus_merula|it_ps|2010,2010,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-05-29,it_ps,9132,9573,441,NS5b
KX257049,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,marche,NA,43.364984143765,13.1111089855815,ancona,it.an,43.5044963088578,13.155485240147,NA,NA,NA,2010,KX257049|turdus_merula|it_an|2010,2010,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-05-29,it_an,9132,9573,441,NS5b
KX257050,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,marche,NA,43.364984143765,13.1111089855815,ancona,it.an,43.5044963088578,13.155485240147,NA,NA,NA,2010,KX257050|turdus_merula|it_an|2010,2010,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-05-29,it_an,9132,9573,441,NS5b
KX257051,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,marche,NA,43.364984143765,13.1111089855815,ancona,it.an,43.5044963088578,13.155485240147,NA,NA,NA,2010,KX257051|turdus_merula|it_an|2010,2010,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-05-29,it_an,9132,9573,441,NS5b
KX257052,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,marche,NA,43.364984143765,13.1111089855815,ancona,it.an,43.5044963088578,13.155485240147,NA,NA,NA,2010,KX257052|turdus_merula|it_an|2010,2010,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-05-29,it_an,NA,NA,NA,NA
KX257053,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,piemonte,NA,45.0574417495465,7.92378460187818,verbano-cusio-ossola,it.vb,46.0886689659279,8.34427029372029,NA,NA,NA,2015,KX257053|turdus_merula|it_vb|2015,2015,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2015-05-29,it_vb,9132,9573,441,NS5b
KX268471,ITA-055,complete,southern europe,italy,ita,42.7080607219025,12.208345049127,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2011,KX268471|culex_modestus|ita|2011,2011,insecta,diptera,culicidae,culex modestus,culex modestus,2011-05-29,ita,1,10316,10315,nflg
KX268472,HU10279/09,complete,southern europe,spain,esp,40.1894641959532,-3.70568864248137,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2009,KX268472|culex_perexiguus|esp|2009,2009,insecta,diptera,culicidae,culex perexiguus,culex perexiguus,2009-05-29,esp,1,10316,10315,nflg
KX555624,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2010,KX555624|turdus_merula|ita|2010,2010,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-05-29,ita,1,10316,10315,nflg
KX555625,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2010,KX555625|turdus_merula|ita|2010,2010,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-05-29,ita,1,10316,10315,nflg
KX555626,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2010,KX555626|turdus_merula|ita|2010,2010,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-05-29,ita,1,10316,10315,nflg
KX555627,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2010,KX555627|turdus_merula|ita|2010,2010,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-05-29,ita,1,10316,10315,nflg
KX555628,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2010,KX555628|turdus_merula|ita|2010,2010,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-05-29,ita,1,10316,10315,nflg
KX555629,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2015,KX555629|turdus_merula|ita|2015,2015,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2015-05-29,ita,1,10316,10315,nflg
KY084483,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen-anhalt,de.st,52.0090264158216,11.7027467770331,halle (saale),de.st.ha,51.4797885493814,11.9685132761079,NA,NA,NA,2016,KY084483|strix_nebulosa|de_st_ha|2016,2016,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2016-05-29,de_st_ha,658,1607,949,E
KY084484,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2016,KY084484|turdus_merula|de_sn_ll|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,de_sn_ll,668,1609,941,E
KY084485,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2016,KY084485|turdus_merula|de_sn_ll|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,de_sn_ll,668,1609,941,E
KY084486,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2016,KY084486|turdus_merula|de_sn_ll|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,de_sn_ll,663,1609,946,E
KY084487,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2016,KY084487|turdus_merula|de_sn_ll|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,de_sn_ll,658,1606,948,E
KY084488,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2016,KY084488|turdus_merula|de_sn_ll|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,de_sn_ll,658,1615,957,E
KY084489,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2016,KY084489|turdus_merula|de_sn_ll|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,de_sn_ll,658,1607,949,E
KY084490,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2016,KY084490|turdus_merula|de_sn_ll|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,de_sn_ll,658,1607,949,E
KY084491,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2016,KY084491|turdus_merula|de_sn_ll|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,de_sn_ll,658,1601,943,E
KY084492,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2016,KY084492|turdus_merula|de_sn_ll|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,de_sn_ll,658,1607,949,E
KY084493,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2016,KY084493|turdus_merula|de_sn_ll|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,de_sn_ll,668,1609,941,E
KY084494,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2016,KY084494|turdus_merula|de_sn_ll|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,de_sn_ll,714,1610,896,E
KY084495,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2016,KY084495|turdus_merula|de_sn_ll|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,de_sn_ll,658,1601,943,E
KY084496,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2016,KY084496|turdus_merula|de_sn_ll|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,de_sn_ll,658,1601,943,E
KY084497,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen-anhalt,de.st,52.0090264158216,11.7027467770331,burgenlandkreis,de.st.bg,51.1473140182455,11.8838279367816,NA,NA,NA,2016,KY084497|culex_sp|de_st_bg|2016,2016,insecta,diptera,culicidae,culex sp.,culex sp.,2016-05-29,de_st_bg,670,1610,940,E
KY084498,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,dresden,de.sn.de,51.0664364272582,13.7834594450647,NA,NA,NA,2016,KY084498|turdus_merula|de_sn_de|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,de_sn_de,663,1600,937,E
KY113089,BNI-472,partial,western europe,germany,deu,51.0533277435649,10.373650933319,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,KY113089|NA|deu|2016,2016,NA,NA,NA,NA,NA,2016-05-29,deu,8950,9222,272,NS5a
KY113090,BNI-489,partial,western europe,germany,deu,51.0533277435649,10.373650933319,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,KY113090|NA|deu|2016,2016,NA,NA,NA,NA,NA,2016-05-29,deu,8950,9222,272,NS5a
KY113091,BNI-490,partial,western europe,germany,deu,51.0533277435649,10.373650933319,nordrhein-westfalen,de.nw,51.4777551092159,7.5539349720828,NA,NA,NA,list,NA,NA,NA,2016,KY113091|NA|de_nw|2016,2016,NA,NA,NA,NA,NA,2016-05-29,de_nw,8950,9224,274,NS5a
KY113092,BNI-491,partial,western europe,germany,deu,51.0533277435649,10.373650933319,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,KY113092|NA|deu|2016,2016,NA,NA,NA,NA,NA,2016-05-29,deu,8950,9222,272,NS5a
KY113093,BNI-492,partial,western europe,germany,deu,51.0533277435649,10.373650933319,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,KY113093|NA|deu|2016,2016,NA,NA,NA,NA,NA,2016-05-29,deu,8950,9222,272,NS5a
KY113094,BNI-493,partial,western europe,germany,deu,51.0533277435649,10.373650933319,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,KY113094|NA|deu|2016,2016,NA,NA,NA,NA,NA,2016-05-29,deu,8950,9222,272,NS5a
KY113095,BNI-494,partial,western europe,germany,deu,51.0533277435649,10.373650933319,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,KY113095|NA|deu|2016,2016,NA,NA,NA,NA,NA,2016-05-29,deu,8950,9222,272,NS5a
KY113096,BNI-495,partial,western europe,germany,deu,51.0533277435649,10.373650933319,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,KY113096|NA|deu|2016,2016,NA,NA,NA,NA,NA,2016-05-29,deu,8950,9222,272,NS5a
KY113097,BNI-497,partial,western europe,germany,deu,51.0533277435649,10.373650933319,nordrhein-westfalen,de.nw,51.4777551092159,7.5539349720828,NA,NA,NA,list,NA,NA,NA,2016,KY113097|NA|de_nw|2016,2016,NA,NA,NA,NA,NA,2016-05-29,de_nw,8950,9224,274,NS5a
KY113098,BNI-499,partial,western europe,germany,deu,51.0533277435649,10.373650933319,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,KY113098|NA|deu|2016,2016,NA,NA,NA,NA,NA,2016-05-29,deu,8950,9222,272,NS5a
KY113099,BNI-500,partial,western europe,germany,deu,51.0533277435649,10.373650933319,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,KY113099|NA|deu|2016,2016,NA,NA,NA,NA,NA,2016-05-29,deu,8950,9222,272,NS5a
KY113100,BNI-501,partial,western europe,germany,deu,51.0533277435649,10.373650933319,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,KY113100|NA|deu|2016,2016,NA,NA,NA,NA,NA,2016-05-29,deu,8950,9222,272,NS5a
KY113101,BNI-504,partial,western europe,germany,deu,51.0533277435649,10.373650933319,nordrhein-westfalen,de.nw,51.4777551092159,7.5539349720828,NA,NA,NA,list,NA,NA,NA,2016,KY113101|NA|de_nw|2016,2016,NA,NA,NA,NA,NA,2016-05-29,de_nw,8950,9224,274,NS5a
KY113102,BNI-507,partial,western europe,germany,deu,51.0533277435649,10.373650933319,nordrhein-westfalen,de.nw,51.4777551092159,7.5539349720828,NA,NA,NA,list,NA,NA,NA,2016,KY113102|NA|de_nw|2016,2016,NA,NA,NA,NA,NA,2016-05-29,de_nw,8950,9224,274,NS5a
KY113103,BNI-511,partial,western europe,germany,deu,51.0533277435649,10.373650933319,nordrhein-westfalen,de.nw,51.4777551092159,7.5539349720828,NA,NA,NA,list,NA,NA,NA,2016,KY113103|NA|de_nw|2016,2016,NA,NA,NA,NA,NA,2016-05-29,de_nw,8950,9224,274,NS5a
KY113104,BNI-527,partial,western europe,germany,deu,51.0533277435649,10.373650933319,nordrhein-westfalen,de.nw,51.4777551092159,7.5539349720828,NA,NA,NA,list,NA,NA,NA,2016,KY113104|NA|de_nw|2016,2016,NA,NA,NA,NA,NA,2016-05-29,de_nw,8950,9224,274,NS5a
KY113105,BNI-528,partial,western europe,germany,deu,51.0533277435649,10.373650933319,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,KY113105|NA|deu|2016,2016,NA,NA,NA,NA,NA,2016-05-29,deu,8950,9222,272,NS5a
KY113106,BNI-540,partial,western europe,germany,deu,51.0533277435649,10.373650933319,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,KY113106|NA|deu|2016,2016,NA,NA,NA,NA,NA,2016-05-29,deu,8950,9222,272,NS5a
KY113107,BNI-541,partial,western europe,germany,deu,51.0533277435649,10.373650933319,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,KY113107|NA|deu|2016,2016,NA,NA,NA,NA,NA,2016-05-29,deu,8950,9222,272,NS5a
KY114797,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,KY114797|strix_nebulosa|deu|2016,2016,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2016-05-29,deu,7694,10204,2510,NS5a
KY114798,NA,partial,western europe,germany,deu,51.0533277435649,10.373650933319,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,KY114798|strix_nebulosa|deu|2016,2016,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2016-05-29,deu,7720,10158,2438,NS5a
KY199556,NA,complete,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen-anhalt,de.st,52.0090264158216,11.7027467770331,halle (saale),de.st.ha,51.4797885493814,11.9685132761079,NA,NA,NA,2016,KY199556|strix_nebulosa|de_st_ha|2016,2016,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2016-05-29,de_st_ha,1,10316,10315,nflg
KY199557,NA,complete,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,leipzig,de.sn.ll,51.2213362314936,12.599246034822,NA,NA,NA,2016,KY199557|turdus_merula|de_sn_ll|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,de_sn_ll,1,10316,10315,nflg
KY199558,NA,complete,western europe,germany,deu,51.0533277435649,10.373650933319,sachsen,de.sn,51.0528694457593,13.3447264729352,dresden,de.sn.de,51.0664364272582,13.7834594450647,NA,NA,NA,2016,KY199558|turdus_merula|de_sn_de|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,de_sn_de,1,10316,10315,nflg
KY294722,S-1232,complete,western europe,germany,deu,51.0533277435649,10.373650933319,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,KY294722|turdus_merula|deu|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,deu,1,10316,10315,nflg
KY294723,S-1238,complete,western europe,germany,deu,51.0533277435649,10.373650933319,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,KY294723|turdus_merula|deu|2016,2016,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2016-05-29,deu,1,10316,10315,nflg
LR989886,ED-I-79/18,complete,western europe,germany,deu,51.0533277435649,10.373650933319,berlin,de.be,52.5015246825321,13.4019638192194,NA,NA,NA,list,NA,NA,NA,2018,LR989886|bubo_scandiacus|de_be|2018,2018,aves,strigiformes,strigidae,bubo scandiacus,snowy owl,2018-05-29,de_be,1,10316,10315,nflg
LR989887,ED-I-107/18,complete,western europe,germany,deu,51.0533277435649,10.373650933319,berlin,de.be,52.5015246825321,13.4019638192194,NA,NA,NA,list,NA,NA,NA,2018,LR989887|bubo_scandiacus|de_be|2018,2018,aves,strigiformes,strigidae,bubo scandiacus,snowy owl,2018-05-29,de_be,1,10316,10315,nflg
LR989889,ED-I-115/19,complete,western europe,germany,deu,51.0533277435649,10.373650933319,berlin,de.be,52.5015246825321,13.4019638192194,NA,NA,NA,list,NA,NA,NA,2019,LR989889|mergellus/lophodytes/mergus_sp|de_be|2019,2019,aves,anseriformes,anatidae,mergellus/lophodytes/mergus sp.,merganser sp.,2019-05-29,de_be,1,10316,10315,nflg
LR989890,ED-I-139/19,complete,western europe,germany,deu,51.0533277435649,10.373650933319,berlin,de.be,52.5015246825321,13.4019638192194,NA,NA,NA,list,NA,NA,NA,2019,LR989890|parus_major|de_be|2019,2019,aves,passeriformes,paridae,parus major,great tit,2019-05-29,de_be,1,10316,10315,nflg
LR989892,ED-I-116/19,complete,western europe,germany,deu,51.0533277435649,10.373650933319,berlin,de.be,52.5015246825321,13.4019638192194,NA,NA,NA,list,NA,NA,NA,2019,LR989892|larus_crassirostris|de_be|2019,2019,aves,charadriiformes,laridae,larus crassirostris,black-tailed gull,2019-05-29,de_be,1,10316,10315,nflg
LR989894,ED-I-119/19,complete,western europe,germany,deu,51.0533277435649,10.373650933319,berlin,de.be,52.5015246825321,13.4019638192194,NA,NA,NA,list,NA,NA,NA,2019,LR989894|larus_crassirostris|de_be|2019,2019,aves,charadriiformes,laridae,larus crassirostris,black-tailed gull,2019-05-29,de_be,1,10316,10315,nflg
LT854220,NA,partial,western europe,france,fra,46.5103009447381,2.5780749353201,occitanie,fr.lp,43.7028957316864,2.13543482835379,hérault,fr.he,43.5797423916619,3.36718814727001,NA,NA,NA,2016,LT854220|NA|fr_he|2016,2016,NA,NA,NA,NA,NA,2016-05-29,fr_he,8948,9222,274,NS5a
MF621054,ME/USUV_2G12/Fr_2015,partial,western europe,france,fra,46.5103009447381,2.5780749353201,provence-alpes-côte d'azur,fr.pr,43.9562332320618,6.05587293739394,bouches-du-rhône,fr.bd,43.5430851405043,5.08703890097233,NA,NA,NA,2015,MF621054|culex_sp|fr_bd|2015,2015,insecta,diptera,culicidae,culex sp.,culex sp.,2015-05-29,fr_bd,908,1299,391,E
MF621055,ME/USUV_2G9/Fr_2015,partial,western europe,france,fra,46.5103009447381,2.5780749353201,provence-alpes-côte d'azur,fr.pr,43.9562332320618,6.05587293739394,bouches-du-rhône,fr.bd,43.5430851405043,5.08703890097233,NA,NA,NA,2015,MF621055|culex_sp|fr_bd|2015,2015,insecta,diptera,culicidae,culex sp.,culex sp.,2015-05-29,fr_bd,680,1628,948,E
MF621056,ME/USUV_2D12/Fr_2015,partial,western europe,france,fra,46.5103009447381,2.5780749353201,provence-alpes-côte d'azur,fr.pr,43.9562332320618,6.05587293739394,bouches-du-rhône,fr.bd,43.5430851405043,5.08703890097233,NA,NA,NA,2015,MF621056|culex_sp|fr_bd|2015,2015,insecta,diptera,culicidae,culex sp.,culex sp.,2015-05-29,fr_bd,875,1571,696,E
MF621057,ME/USUV_1G10/Fr_2015,partial,western europe,france,fra,46.5103009447381,2.5780749353201,provence-alpes-côte d'azur,fr.pr,43.9562332320618,6.05587293739394,bouches-du-rhône,fr.bd,43.5430851405043,5.08703890097233,NA,NA,NA,2015,MF621057|culex_sp|fr_bd|2015,2015,insecta,diptera,culicidae,culex sp.,culex sp.,2015-05-29,fr_bd,908,1317,409,E
MK881041,USUV160/2018/SK,partial,eastern europe,slovakia,svk,48.7152910172137,19.4731651408513,nitriansky,sk.ni,48.1399651458406,18.3033830614008,komárno,sk.ni.kn,47.8396579296591,18.1154449460309,NA,NA,NA,2018,MK881041|culex_pipiens|sk_ni_kn|2018,2018,insecta,diptera,culicidae,culex pipiens,culex pipiens,2018-05-29,sk_ni_kn,9099,9604,505,NS5b
MK881042,USUV220/2018/SK,partial,eastern europe,slovakia,svk,48.7152910172137,19.4731651408513,nitriansky,sk.ni,48.1399651458406,18.3033830614008,komárno,sk.ni.kn,47.8396579296591,18.1154449460309,NA,NA,NA,2018,MK881042|culex_pipiens|sk_ni_kn|2018,2018,insecta,diptera,culicidae,culex pipiens,culex pipiens,2018-05-29,sk_ni_kn,9099,9604,505,NS5b
