tipnames,sequence_accession,sequence_isolate,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_subdiv2name,collection_subdiv2code,collection_subdiv2lat,collection_subdiv2long,date_ymd,date_dec,date_ym,date_y,date_tipdate,host_class,host_order,host_family,host_sciname,host_commonname,organization,org_location,biosample,bioproject,sequence_start,sequence_end,sequence_length,sequence_generegion,collection_organsiation,drop_fli
ON032485|ITA2021_302331|turdus_merula|it_bo|2021,ON032485,ITA2021 302331,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,NA,NA,NA,2021,2021,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",FALSE
ON032486|ITA2021_310782|turdus_merula|it_bo|2021,ON032486,ITA2021 310782,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,NA,NA,NA,2021,2021,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",FALSE
ON032487|ITA2021_299813|turdus_merula|it_bo|2021,ON032487,ITA2021 299813,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,NA,NA,NA,2021,2021,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",Italy,NA,NA,1,10313,10312,nflg,"Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit",FALSE
ON758918|IREC01|turdus_merula|esp|2018,ON758918,IREC01,southern europe,spain,esp,40.1894641959532,-3.70568864248137,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2018,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Instituto de Investigacion en Recursos Cinegeticos, Sanidad y Biotecnologia",Spain,NA,NA,3420,3674,254,NA,"Instituto de Investigacion en Recursos Cinegeticos, Sanidad y Biotecnologia",FALSE
ON758919|IREC02|turdus_merula|esp|2018,ON758919,IREC02,southern europe,spain,esp,40.1894641959532,-3.70568864248137,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2018,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Instituto de Investigacion en Recursos Cinegeticos, Sanidad y Biotecnologia",Spain,NA,NA,3451,9081,5630,NA,"Instituto de Investigacion en Recursos Cinegeticos, Sanidad y Biotecnologia",FALSE
ON755209|Turdusmerula14_feather_WLC_Day43|turdus_merula|nld|2016,ON755209,Turdusmerula14_feather_WLC_Day43,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Erasmus MC Rotterdam, Viroscience",Netherlands,NA,NA,1,10313,10312,nflg,"Erasmus MC Rotterdam, Viroscience",FALSE
ON755210|Turdusmerula17_feather_WLC_Day43|turdus_merula|nld|2016,ON755210,Turdusmerula17_feather_WLC_Day43,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Erasmus MC Rotterdam, Viroscience",Netherlands,NA,NA,1,10313,10312,nflg,"Erasmus MC Rotterdam, Viroscience",FALSE
ON755211|Turdusmerula19_feather_WLC_Day43|turdus_merula|nld|2016,ON755211,Turdusmerula19_feather_WLC_Day43,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Erasmus MC Rotterdam, Viroscience",Netherlands,NA,NA,1,10313,10312,nflg,"Erasmus MC Rotterdam, Viroscience",FALSE
ON755212|Turdusmerula20_feather_WLC_Day43|turdus_merula|nld|2016,ON755212,Turdusmerula20_feather_WLC_Day43,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Erasmus MC Rotterdam, Viroscience",Netherlands,NA,NA,1,10313,10312,nflg,"Erasmus MC Rotterdam, Viroscience",FALSE
ON755213|Turdusmerula11_feather_1W1L_Day0|turdus_merula|nld|2016,ON755213,Turdusmerula11_feather_1W1L_Day0,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Erasmus MC Rotterdam, Viroscience",Netherlands,NA,NA,1,10313,10312,nflg,"Erasmus MC Rotterdam, Viroscience",FALSE
ON755214|Turdusmerula12_feather_2W1L_Day0|turdus_merula|nld|2016,ON755214,Turdusmerula12_feather_2W1L_Day0,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Erasmus MC Rotterdam, Viroscience",Netherlands,NA,NA,1,10313,10312,nflg,"Erasmus MC Rotterdam, Viroscience",FALSE
ON755215|Turdusmerula13_feather_3W1L_Day0|turdus_merula|nld|2016,ON755215,Turdusmerula13_feather_3W1L_Day0,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Erasmus MC Rotterdam, Viroscience",Netherlands,NA,NA,1,10313,10312,nflg,"Erasmus MC Rotterdam, Viroscience",FALSE
ON755216|Turdusmerula14_feather_WLC_Day0|turdus_merula|nld|2016,ON755216,Turdusmerula14_feather_WLC_Day0,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Erasmus MC Rotterdam, Viroscience",Netherlands,NA,NA,1,10313,10312,nflg,"Erasmus MC Rotterdam, Viroscience",FALSE
ON755217|Turdusmerula15_feather_WLC_Day0|turdus_merula|nld|2016,ON755217,Turdusmerula15_feather_WLC_Day0,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Erasmus MC Rotterdam, Viroscience",Netherlands,NA,NA,1,10313,10312,nflg,"Erasmus MC Rotterdam, Viroscience",FALSE
ON755218|Turdusmerula16_feather_WLC_Day0|turdus_merula|nld|2016,ON755218,Turdusmerula16_feather_WLC_Day0,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Erasmus MC Rotterdam, Viroscience",Netherlands,NA,NA,1,10313,10312,nflg,"Erasmus MC Rotterdam, Viroscience",FALSE
ON755219|Turdusmerula18_feather_WLC_Day0|turdus_merula|nld|2016,ON755219,Turdusmerula18_feather_WLC_Day0,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Erasmus MC Rotterdam, Viroscience",Netherlands,NA,NA,1,10313,10312,nflg,"Erasmus MC Rotterdam, Viroscience",FALSE
ON755220|Turdusmerula19_feather_WLC_Day0|turdus_merula|nld|2016,ON755220,Turdusmerula19_feather_WLC_Day0,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Erasmus MC Rotterdam, Viroscience",Netherlands,NA,NA,1,10313,10312,nflg,"Erasmus MC Rotterdam, Viroscience",FALSE
ON755221|Turdusmerula20_feather_WLC_Day0|turdus_merula|nld|2016,ON755221,Turdusmerula20_feather_WLC_Day0,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Erasmus MC Rotterdam, Viroscience",Netherlands,NA,NA,1,10313,10312,nflg,"Erasmus MC Rotterdam, Viroscience",FALSE
ON755222|Turdusmerula13_feather_3W2L_Day43|turdus_merula|nld|2016,ON755222,Turdusmerula13_feather_3W2L_Day43,western europe,netherlands,nld,52.2573048104135,5.56251311224367,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2016,2016,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Erasmus MC Rotterdam, Viroscience",Netherlands,NA,NA,1,10313,10312,nflg,"Erasmus MC Rotterdam, Viroscience",FALSE
MT476062|USUV_4300_2018|NA|che|2019,MT476062,USUV_4300_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476063|USUV_4301_2018|NA|che|2019,MT476063,USUV_4301_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476064|USUV_4079_2018|NA|che|2019,MT476064,USUV_4079_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476065|USUV_4322_2018|NA|che|2019,MT476065,USUV_4322_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476066|USUV_3727_2019|NA|che|2019,MT476066,USUV_3727_2019,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476067|USUV_4274_2018|NA|che|2019,MT476067,USUV_4274_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476068|USUV_4454_2018|NA|che|2019,MT476068,USUV_4454_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476069|USUV_5903_2018|NA|che|2019,MT476069,USUV_5903_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476070|USUV_3868_2018|NA|che|2019,MT476070,USUV_3868_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476071|USUV_4020_2018|NA|che|2019,MT476071,USUV_4020_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476072|USUV_4077_2018|NA|che|2019,MT476072,USUV_4077_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476073|USUV_4078_2018|NA|che|2019,MT476073,USUV_4078_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476074|USUV_4167_2018|NA|che|2019,MT476074,USUV_4167_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476075|USUV_4182_2018|NA|che|2019,MT476075,USUV_4182_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476076|USUV_4229_2018|NA|che|2019,MT476076,USUV_4229_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476077|USUV_4247_2018|NA|che|2019,MT476077,USUV_4247_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476078|USUV_4343_2018|NA|che|2019,MT476078,USUV_4343_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476079|USUV_4348_2018|NA|che|2019,MT476079,USUV_4348_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476080|USUV_4354_2018|NA|che|2019,MT476080,USUV_4354_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476081|USUV_4452_2018|NA|che|2019,MT476081,USUV_4452_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476082|USUV_4453_2018|NA|che|2019,MT476082,USUV_4453_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476083|USUV_4512_2018|NA|che|2019,MT476083,USUV_4512_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476084|USUV_4539_2018|NA|che|2019,MT476084,USUV_4539_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476085|USUV_4565_2018|NA|che|2019,MT476085,USUV_4565_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476086|USUV_4658_2018|NA|che|2019,MT476086,USUV_4658_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476087|USUV_4659_2018|NA|che|2019,MT476087,USUV_4659_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476088|USUV_4660_2018|NA|che|2019,MT476088,USUV_4660_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476089|USUV_4662_2018|NA|che|2019,MT476089,USUV_4662_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476090|USUV_4758_2018|NA|che|2019,MT476090,USUV_4758_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476091|USUV_5020_2018|NA|che|2019,MT476091,USUV_5020_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476092|USUV_5420_2018|NA|che|2019,MT476092,USUV_5420_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476093|USUV_5423_2018|NA|che|2019,MT476093,USUV_5423_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476094|USUV_5867_2018|NA|che|2019,MT476094,USUV_5867_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476095|USUV_3044_2019|NA|che|2019,MT476095,USUV_3044_2019,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476096|USUV_5424_2018|NA|che|2019,MT476096,USUV_5424_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476097|USUV_6925_2015|NA|che|2019,MT476097,USUV_6925_2015,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476098|USUV_9783_2016|NA|che|2019,MT476098,USUV_9783_2016,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476099|USUV_5988_2017|NA|che|2019,MT476099,USUV_5988_2017,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476100|USUV_5998_2017|NA|che|2019,MT476100,USUV_5998_2017,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476101|USUV_6087_2017|NA|che|2019,MT476101,USUV_6087_2017,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476102|USUV_6191_2017|NA|che|2019,MT476102,USUV_6191_2017,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476103|USUV_6385_2017|NA|che|2019,MT476103,USUV_6385_2017,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476104|USUV_6086_2017|NA|che|2019,MT476104,USUV_6086_2017,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
MT476105|USUV_4515_2018|NA|che|2019,MT476105,USUV_4515_2018,western europe,switzerland,che,46.8020016321822,8.22737507663364,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2019,2019,NA,NA,NA,NA,NA,"University of Bern, ITPA-FIWI",Switzerland,NA,NA,8982,9190,208,NS5,"University of Bern, ITPA-FIWI",FALSE
ON099437|Usutu/Camargue2018|culex_pipiens|fr_bd|2018,ON099437,Usutu/Camargue2018,western europe,france,fra,46.5103009447381,2.5780749353201,provence-alpes-côte d'azur,fr.pr,43.9562332320618,6.05587293739394,bouches-du-rhône,fr.bd,43.5430851405043,5.08703890097233,NA,NA,NA,2018,2018,insecta,diptera,culicidae,culex pipiens,culex pipiens,CIRAD,France,NA,NA,4649,9033,4384,NA,CIRAD,FALSE
ON099438|Usutu/Camargue2020/poolH4|culex_pipiens|fr_bd|2020,ON099438,Usutu/Camargue2020/poolH4,western europe,france,fra,46.5103009447381,2.5780749353201,provence-alpes-côte d'azur,fr.pr,43.9562332320618,6.05587293739394,bouches-du-rhône,fr.bd,43.5430851405043,5.08703890097233,NA,NA,NA,2020,2020,insecta,diptera,culicidae,culex pipiens,culex pipiens,CIRAD,France,NA,NA,4649,9033,4384,NA,CIRAD,FALSE
ON099439|Usutu/Camargue2020/poolB5|culex_pipiens|fr_bd|2020,ON099439,Usutu/Camargue2020/poolB5,western europe,france,fra,46.5103009447381,2.5780749353201,provence-alpes-côte d'azur,fr.pr,43.9562332320618,6.05587293739394,bouches-du-rhône,fr.bd,43.5430851405043,5.08703890097233,NA,NA,NA,2020,2020,insecta,diptera,culicidae,culex pipiens,culex pipiens,CIRAD,France,NA,NA,4649,9033,4384,NA,CIRAD,FALSE
ON125263|Usutu/Camargue/Culex2015|culex_pipiens|fr_bd|2015,ON125263,Usutu/Camargue/Culex2015,western europe,france,fra,46.5103009447381,2.5780749353201,provence-alpes-côte d'azur,fr.pr,43.9562332320618,6.05587293739394,bouches-du-rhône,fr.bd,43.5430851405043,5.08703890097233,NA,NA,NA,2015,2015,insecta,diptera,culicidae,culex pipiens,culex pipiens,CIRAD,France,NA,NA,4649,9033,4384,NA,CIRAD,FALSE
KX268471|ITA-055|culex_modestus|ita|2011,KX268471,ITA-055,southern europe,italy,ita,42.7080607219025,12.208345049127,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2011,2011,insecta,diptera,culicidae,culex modestus,culex modestus,"Institute of Health Carlos III, National Center of Microbiology",Spain,NA,NA,1,10313,10312,nflg,"Institute of Health Carlos III, National Center of Microbiology",FALSE
